NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
2480,화이트초콜릿 라떼마끼아또L,음료 및 차류,커피류,405,285,9.5,-,-,32.9,-
2481,카페모카R,음료 및 차류,커피류,261,267.2,6.6,-,-,33.9,-
2482,카페모카L,음료 및 차류,커피류,366,343.9,9.2,-,-,38.1,-
2483,마녀 그라니따,음료 및 차류,스무디류,374,558.1,7.8,-,-,62.9,-
2484,제주 감귤 패션 프룻 주스(HOT),음료 및 차류,과일.채소음료류,292,214,0.8,-,-,38.8,-
2485,제주 감귤 패션 프룻 주스(ICED),음료 및 차류,과일.채소음료류,362,148.7,0.7,-,-,26.5,-
2486,제주 선셋 감귤 크러쉬(ICED),음료 및 차류,스무디류,406,249,0.5,-,-,47.5,-
2487,머스캣 민트 티 토닉,음료 및 차류,차류,465,157.2,0.1,-,-,38.6,-
2488,패션 망고 티 펀치(HOT),음료 및 차류,차류,289,124.8,0.5,-,-,25.6,-
2489,패션 망고 티 펀치(ICED),음료 및 차류,차류,375,107.4,0.5,-,-,21.7,-
2490,하동 말차 펌 크림티(ICED),음료 및 차류,기타 음료류,380,356.4,6.3,-,-,35,-
2491,하동 말차 펌 크림티(HOT),음료 및 차류,기타 음료류,310,401.9,8.4,-,-,38.1,-
2492,토로네 라떼(HOT),음료 및 차류,커피류,323,410.5,8.9,-,-,34.7,-
2493,토로네 라떼(ICED),음료 및 차류,커피류,373,296.7,6,-,-,24.3,-
2494,흑당 펄 밀크 그라니따,음료 및 차류,스무디류,430,435.3,5.3,-,-,59.3,-
2495,흑당 펄 콜드브루 라떼,음료 및 차류,커피류,390,263.3,4.4,-,-,29.8,-
2496,흑당 펄 라떼R,음료 및 차류,커피류,360,260,4.2,-,-,31,-
2497,흑당 펄 밀크티R,음료 및 차류,차류,350,206.2,2,-,-,27,-
2498,코코넛 콜드브루 라떼,음료 및 차류,커피류,280,212,1.3,-,-,9.1,-
2499,연유 콜드브루 플로트,음료 및 차류,커피류,410,280,8.3,-,-,29.7,-
2500,치즈 수플레 미니케익,빵류,케이크류,150,370,7,-,-,15,-
2501,더블 프로마쥬 케익,빵류,케이크류,110,360,7,-,-,15,-
2502,리얼 다크 타르트,빵류,케이크류,120,510,7,-,-,28,-
2503,까사링고 레몬,빵류,케이크류,150,360,5,-,-,24,-
2504,까사링고 티라미수,빵류,케이크류,120,340,6,-,-,22,-
2505,수플레 치즈케익,빵류,케이크류,75,230,5,-,-,11,-
2506,초코 밀크푸딩무스,빵류,케이크류,92,320,4,-,-,17,-
2507,리치 가나슈 케익,빵류,케이크류,190,700,9,-,-,50,-
2508,오리지널 티라미수 컵,빵류,케이크류,80,220,5,-,-,16,-
2509,레드벨벳 케익,빵류,케이크류,150,420,6,-,-,22,-
2510,스윗 마운틴,빵류,케이크류,95,210,3,-,-,10,-
2511,쇼콜라 스퀘어,빵류,케이크류,105,370,4,-,-,16,-
2512,스트로베리 스퀘어,빵류,케이크류,90,240,3,-,-,17,-
2513,레몬 크레이프,빵류,케이크류,100,215,6,-,-,14,-
2514,딸기 크레이프,빵류,케이크류,85,190,3,-,-,13,-
2515,티라미수 크레이프,빵류,케이크류,95,285,5,-,-,15,-
2516,블랙쿠키 치즈케익,빵류,케이크류,135,525,6,-,-,25,-
2517,스트로베리 그라니따,음료 및 차류,스무디류,461,355,2.5,-,-,81.7,-
2518,복숭아 그라니따,음료 및 차류,스무디류,431,302,2.3,-,-,60.6,-
2519,레몬 민트 그라니따,음료 및 차류,스무디류,430,279,2,-,-,58.9,-
2520,그린티 그라니따,음료 및 차류,스무디류,400,314.3,7,-,-,52.5,-
2521,망고 요거트 그라니따,음료 및 차류,스무디류,440,323,2.8,-,-,70.6,-
2522,플레인 요거트 그라니따,음료 및 차류,스무디류,480,645.9,8,-,-,91.6,-
2523,스트로베리 요거트 그라니따,음료 및 차류,스무디류,500,422,7,-,-,64.2,-
2524,블루베리 요거트 그라니따,음료 및 차류,스무디류,480,410,6.1,-,-,67.4,-
2525,자바칩 민트 그라니따,음료 및 차류,스무디류,410,430,0.2,-,-,78.1,-
2526,에스프레소 콘파나 그라니따,음료 및 차류,스무디류,351,238.1,2.6,-,-,31.6,-
2527,카라멜 콘파나 그라니따,음료 및 차류,스무디류,382,383.1,5.2,-,-,51.8,-
2528,모카 콘파나 그라니따,음료 및 차류,스무디류,411,511.1,5.8,-,-,64.7,-
2529,아이스티(복숭아/라즈베리),음료 및 차류,차류,445,250,4.5,-,-,44.2,-
2530,그린티 라떼,음료 및 차류,기타 음료류,240,197.9,6.3,-,-,21.1,-
2531,아이스 그린티 라떼,음료 및 차류,기타 음료류,360,267.6,6.9,-,-,37.8,-
2532,콜드브루 밀크티,음료 및 차류,커피류,360,110.4,2.7,-,-,17.3,-
2533,청순밀크티 보틀,음료 및 차류,차류,295,152.7,4,-,-,22.6,-
2534,루이보스 크림티(HOT),음료 및 차류,차류,293,358,7.9,-,-,37.5,-
2535,루이보스 크림티(ICED),음료 및 차류,차류,373,313.5,4.6,-,-,39.9,-
2536,캐모마일 프루티(HOT),음료 및 차류,차류,293,144.2,0.1,-,-,34.1,-
2537,캐모마일 프루티(ICED),음료 및 차류,차류,373,116.2,0.1,-,-,27.3,-
2538,히비스커스 뱅쇼,음료 및 차류,기타 음료류,278,163.6,0.4,-,-,38.3,-
2539,영그레이(얼그레이),음료 및 차류,차류,300,51,2.9,-,-,0,-
2540,퍼스트 브레이크(잉글리시 브렉퍼스트),음료 및 차류,차류,300,51,2.9,-,-,0,-
2541,커즈마인(시트러스 캐모마일),음료 및 차류,차류,300,48,2.6,-,-,0,-
2542,오렌지 보스(루이보스 오렌지),음료 및 차류,차류,300,48,2.6,-,-,0,-
2543,민트크루(민트 멜랑주),음료 및 차류,차류,300,48,2.6,-,-,0,-
2544,프루티 하동(머스캣 그린티),음료 및 차류,차류,300,49,3.3,-,-,0,-
2545,키위 주스,음료 및 차류,과일.채소음료류,435,259.1,2,-,-,38.8,-
2546,토마토 주스,음료 및 차류,과일.채소음료류,395,146,2.5,-,-,21.7,-
2547,오렌지 주스,음료 및 차류,과일.채소음료류,370,160.6,1.9,-,-,31.5,-
2548,루비자몽 주스,음료 및 차류,과일.채소음료류,395,153.3,0.1,-,-,36.2,-
2549,루비자몽 핫주스,음료 및 차류,과일.채소음료류,295,176,44,-,-,41.5,-
2550,오렌지 핫주스,음료 및 차류,과일.채소음료류,280,152.4,1.7,-,-,21.4,-
2551,레몬 스파클링,음료 및 차류,탄산음료류,480,202.3,0.6,-,-,43.7,-
2552,자몽 스파클링,음료 및 차류,탄산음료류,485,196.6,0.1,-,-,47.6,-
2553,베리 스파클링,음료 및 차류,탄산음료류,465,135.9,0.3,-,-,34.7,-
2554,청포도 스파클링,음료 및 차류,탄산음료류,470,216.9,0.1,-,-,51.3,-
2555,핫 초콜릿,음료 및 차류,기타 음료류,275,341.6,9.5,-,-,31.5,-
2556,아이스 초콜릿,음료 및 차류,기타 음료류,380,302.7,8.4,-,-,31.4,-
2557,불고기 크림 리소토,밥류,리조또.그라탕류,265,410,17,-,-,5,-
2558,클래식 햄 로제 리소토,밥류,리조또.그라탕류,300,510,16,-,-,4,-
2559,치킨듬뿍 보틀샐러드,생채및 무침류,샐러드,235,280,14,-,-,26,-
2560,동글동글 보틀 샐러드,생채및 무침류,샐러드,220,280,9,-,-,5,-
2561,버라이어티 치즈 포카챠,빵류,기타 빵류,150,320,12,-,-,2,-
2562,화이트 트러플 오일 크로크무슈,빵류,샌드위치류,120,235,9,-,-,2,-
2563,스크램블 햄 에그,빵류,샌드위치류,130,380,13,-,-,7,-
2564,스크램블 베이컨 에그,빵류,샌드위치류,120,320,11,-,-,7,-
2565,파니니 이탈리안 치킨,빵류,샌드위치류,155,390,18,-,-,2,-
2566,파니니 햄&머쉬룸,빵류,샌드위치류,175,560,16,-,-,1,-
2567,파니니 클래식,빵류,샌드위치류,160,410,22,-,-,1,-
2568,파니니 불고기,빵류,샌드위치류,180,390,23,-,-,3,-
2569,파니니 풀드포크,빵류,샌드위치류,170,340,21,-,-,8,-
2570,이탈리안 포카챠,빵류,기타 빵류,170,390,18,-,-,3,-
2571,햄치즈 피아디나,빵류,기타 빵류,165,396,20.61,-,-,1.12,-
2572,양송이 스프,죽 및 스프류,스프류,170,245,3,-,-,3,-
2573,클램 차우더 스프,죽 및 스프류,스프류,170,285,4,-,-,3,-
2574,햄&코울슬로 샌드위치,빵류,샌드위치류,220,465,14,-,-,7,-
2575,BLT 샌드위치,빵류,샌드위치류,210,385,15,-,-,9,-
2576,쉬림프 도리아,밥류,리조또.그라탕류,275,455.9,17.54,-,-,6.45,-
2577,햄치즈 크라상 샌드위치,빵류,샌드위치류,110,380,12,-,-,3,-
2578,치킨 살사 랩 샌드위치,빵류,샌드위치류,255,430,19,-,-,8,-
2579,햄치즈 BOX,기타,기타,250,450,15,-,-,10,-
2580,BLT BOX,기타,기타,260,440,14,-,-,12,-
2581,플레인 스콘,빵류,기타 빵류,95,360,8,-,-,8,-
2582,이탈리안 팡도르,빵류,크림빵류,182,380,6,-,-,14,-
2583,정통 크라상,빵류,페이스트리류,52,270,4,-,-,5,-
2584,애플파이,빵류,페이스트리류,100,325,3,-,-,9,-
2585,미니 푀이테,빵류,페이스트리류,60,195,7,-,-,8,-
2586,옥수수 스콘,빵류,기타 빵류,90,310,6,-,-,10,-
2587,크랜베리 스콘,빵류,기타 빵류,90,340,5,-,-,22,-
2588,블루베리 머핀,빵류,케이크류,115,410,7,-,-,21,-
2589,블랙쿠키 머핀,빵류,케이크류,125,540,9,-,-,27,-
2590,더블 치즈 브레드,빵류,기타 빵류,65,210,8,-,-,4,-
2591,에그 타르트,빵류,기타 빵류,50,135,2,-,-,6,-
2592,티라미수 타르트,빵류,케이크류,45,195,3,-,-,8,-
2593,콰트로 치즈 타르트,빵류,기타 빵류,45,150,2,-,-,9,-
2594,허니브레드+생크림,빵류,기타 빵류,60,200.5,3.8,-,-,5.7,-
2595,허니브레드+젤라또,빵류,기타 빵류,60,179.5,3.9,-,-,6.8,-
2596,애플 시나몬 허니 브레드,빵류,기타 빵류,95,282,0.3,-,-,13,-
2597,몽블랑 데니쉬,빵류,페이스트리류,100,369,6,-,-,13,-
2598,퀸아망,빵류,페이스트리류,52,270,4,-,-,5,-
2599,마카다미아 데니쉬,빵류,페이스트리류,85,335,5,-,-,15,-
2600,레몬얼그레이 우드파운드,빵류,케이크류,96,370,6,-,-,19,-
2601,피칸시나몬 우드파운드,빵류,케이크류,76,295,5,-,-,19,-
2602,레몬마들렌,빵류,케이크류,33,120,2,-,-,10,-
2603,브라우니 피칸&초코,빵류,기타 빵류,75,310,5,-,-,20,-
2604,파스쿠찌 슈케트,빵류,기타 빵류,32,90,2,-,-,4,-
2605,딸기 마카롱,과자류,기타 과자류,17,60,1,-,-,7,-
2606,바닐라 마카롱,과자류,기타 과자류,17,70,1,-,-,6,-
2607,초코 마카롱,과자류,기타 과자류,17,60,1,-,-,7,-
2608,블루베리 마카롱,과자류,기타 과자류,17,60,1,-,-,7,-
2609,크런치 아몬드 초콜릿 브라운,과자류,초콜릿류,31,170,3,-,-,12,-
2610,크런치 아몬드 초콜릿 다크,과자류,초콜릿류,31,180,3,-,-,11,-
2611,콰트로 치즈 파운드,빵류,케이크류,74,300,18,-,-,160,-
2612,마들렌,빵류,케이크류,16,70,1,-,-,4,-
2613,프랑보아즈 피낭시에,빵류,케이크류,25,100,2,-,-,7,-
2614,피낭시에,빵류,케이크류,25,100,2,-,-,7,-
2615,미니 바움쿠헨,빵류,케이크류,35,130,2,-,-,9,-
2616,쉘카라멜,빵류,케이크류,22,90,2,-,-,5,-
2617,카라멜 & 치즈 팝콘,과자류,스낵류,60,305,3,-,-,24,-
2618,카라멜 팝콘,과자류,스낵류,80,375,2,-,-,42,-
2619,초코피칸 쿠키,과자류,쿠키.비스킷류,52,240,3,-,-,17,-
2620,더블퍼지 쿠키,과자류,쿠키.비스킷류,46,205,3,-,-,15,-
2621,얼그레이 쿠키,과자류,쿠키.비스킷류,42,170,3,-,-,10,-
2622,뛰일 아몬드,과자류,기타 과자류,33,140,4,-,-,10,-
2623,아마레나 체리 젤라또,아이스크림류,아이스크림류,100,183,3,-,-,7,-
2624,요거트 젤라또,아이스크림류,아이스크림류,100,146,2.4,-,-,25.3,-
2625,딸기 젤라또,아이스크림류,아이스크림류,100,110,0,-,-,18,-
2626,초콜릿 젤라또,아이스크림류,아이스크림류,100,165,3.3,-,-,19,-
2627,피오르 디 라떼 젤라또,아이스크림류,아이스크림류,100,145,3,-,-,17,-
2628,와이키키 R(석쇠),빵류,피자류,148,388,21,-,-,3,548
2629,와이키키 R(치즈링),빵류,피자류,173,448,26,-,-,3,760
2630,와이키키 R(리코타링),빵류,피자류,168,451,24,-,-,5,684
2631,와이키키 R(골드스윗),빵류,피자류,185,492,25,-,-,6,672
2632,와이키키 L(석쇠),빵류,피자류,105,276,15,-,-,2,389
2633,와이키키 L(치즈링),빵류,피자류,120,312,18,-,-,2,516
2634,와이키키 L(리코타링),빵류,피자류,118,316,17,-,-,3,474
2635,와이키키 L(골드스윗),빵류,피자류,129,346,18,-,-,4,474
2636,리치고구마치킨 R(석쇠),빵류,피자류,153,378,21,-,-,5,593
2637,리치고구마치킨 R(치즈링),빵류,피자류,178,438,26,-,-,5,805
2638,리치고구마치킨 R(리코타링),빵류,피자류,173,441,24,-,-,7,729
2639,리치고구마치킨 R(골드스윗),빵류,피자류,189,482,25,-,-,8,717
2640,리치고구마치킨 L(석쇠),빵류,피자류,105,260,14,-,-,4,407
2641,리치고구마치킨 L(치즈링),빵류,피자류,120,296,17,-,-,4,534
2642,리치고구마치킨 L(리코타링),빵류,피자류,118,300,16,-,-,5,492
2643,리치고구마치킨 L(골드스윗),빵류,피자류,129,330,17,-,-,6,492
2644,칠리불갈비 R(석쇠),빵류,피자류,138,381,21,-,-,4,611
2645,칠리불갈비 R(치즈링),빵류,피자류,163,441,26,-,-,4,823
2646,칠리불갈비 R(리코타링),빵류,피자류,158,444,24,-,-,6,747
2647,칠리불갈비 R(골드스윗),빵류,피자류,174,485,25,-,-,7,735
2648,칠리불갈비 L(석쇠),빵류,피자류,174,481,26,-,-,5,771
2649,칠리불갈비 L(치즈링),빵류,피자류,102,276,16,-,-,3,513
2650,칠리불갈비 L(리코타링),빵류,피자류,100,280,15,-,-,4,471
2651,칠리불갈비 L(골드스윗),빵류,피자류,111,310,16,-,-,5,471
2652,언더더시 R(석쇠),빵류,피자류,154,372,23,-,-,5,640
2653,언더더시 R(치즈링),빵류,피자류,179,432,28,-,-,5,852
2654,언더더시 R(리코타링),빵류,피자류,174,435,26,-,-,7,776
2655,언더더시 R(골드스윗),빵류,피자류,190,476,27,-,-,8,764
2656,언더더시 L(석쇠),빵류,피자류,108,261,16,-,-,3,449
2657,언더더시 L(치즈링),빵류,피자류,123,297,19,-,-,3,576
2658,언더더시 L(리코타링),빵류,피자류,121,301,18,-,-,4,534
2659,언더더시 L(골드스윗),빵류,피자류,132,331,19,-,-,5,534
2660,해쉬베이컨 R(석쇠),빵류,피자류,155,361,20,-,-,4,592
2661,해쉬베이컨 R(치즈링),빵류,피자류,180,421,25,-,-,4,804
2662,해쉬베이컨 R(리코타링),빵류,피자류,175,424,23,-,-,6,728
2663,해쉬베이컨 R(골드스윗),빵류,피자류,191,465,24,-,-,7,716
2664,해쉬베이컨 L(석쇠),빵류,피자류,116,270,15,-,-,3,443
2665,해쉬베이컨 L(치즈링),빵류,피자류,131,306,18,-,-,3,570
2666,해쉬베이컨 L(리코타링),빵류,피자류,129,310,17,-,-,4,528
2667,해쉬베이컨 L(골드스윗),빵류,피자류,140,340,18,-,-,5,528
2668,고구마 R(석쇠),빵류,피자류,165,425,20,-,-,5,603
2669,고구마 R(치즈링),빵류,피자류,190,485,25,-,-,5,815
2670,고구마 R(리코타링),빵류,피자류,185,488,23,-,-,7,739
2671,고구마 R(골드스윗),빵류,피자류,100,262,12,-,-,4,363
2672,고구마 L(석쇠),빵류,피자류,107,275,13,-,-,3,391
2673,고구마 L(치즈링),빵류,피자류,122,311,16,-,-,3,518
2674,고구마 L(리코타링),빵류,피자류,120,315,15,-,-,4,476
2675,고구마 L(골드스윗),빵류,피자류,131,345,16,-,-,5,476
2676,더블치즈 R(석쇠),빵류,피자류,123,342,22,-,-,3,522
2677,더블치즈 R(치즈링),빵류,피자류,148,402,27,-,-,3,734
2678,더블치즈 R(리코타링),빵류,피자류,143,405,25,-,-,5,658
2679,더블치즈 R(골드스윗),빵류,피자류,159,446,26,-,-,6,646
2680,더블치즈 L(석쇠),빵류,피자류,184,512,33,-,-,4,781
2681,더블치즈 L(치즈링),빵류,피자류,107,292,20,-,-,2,518
2682,더블치즈 L(리코타링),빵류,피자류,105,296,19,-,-,3,476
2683,더블치즈 L(골드스윗),빵류,피자류,116,326,20,-,-,4,476
2684,더블치즈 G(석쇠),빵류,피자류,126,351,23,-,-,3,535
2685,더블치즈 G(치즈링),빵류,피자류,148,404,28,-,-,3,721
2686,더블치즈 G(리코타링),빵류,피자류,144,408,25,-,-,4,658
2687,더블치즈 G(골드스윗),빵류,피자류,160,449,27,-,-,6,654
2688,흥부 포테이토 R(석쇠),빵류,피자류,164,449,22,-,-,3,700
2689,흥부 포테이토 R(치즈링),빵류,피자류,189,509,27,-,-,3,912
2690,흥부 포테이토 R(리코타링),빵류,피자류,184,512,25,-,-,5,836
2691,흥부 포테이토 R(골드스윗),빵류,피자류,100,275,13,-,-,3,413
2692,흥부 포테이토 L(석쇠),빵류,피자류,107,293,15,-,-,2,457
2693,흥부 포테이토 L(치즈링),빵류,피자류,122,329,18,-,-,2,584
2694,흥부 포테이토 L(리코타링),빵류,피자류,120,333,17,-,-,3,542
2695,흥부 포테이토 L(골드스윗),빵류,피자류,131,363,18,-,-,4,542
2696,흥부 포테이토 G(석쇠),빵류,피자류,137,375,19,-,-,2,585
2697,흥부 포테이토 G(치즈링),빵류,피자류,159,428,24,-,-,2,771
2698,흥부 포테이토 G(리코타링),빵류,피자류,155,432,21,-,-,3,708
2699,흥부 포테이토 G(골드스윗),빵류,피자류,171,473,23,-,-,5,704
2700,불고기 R(석쇠),빵류,피자류,123,342,18,-,-,4,543
2701,불고기 R(치즈링),빵류,피자류,148,402,23,-,-,4,755
2702,불고기 R(리코타링),빵류,피자류,143,405,21,-,-,6,679
2703,불고기 R(골드스윗),빵류,피자류,159,446,22,-,-,7,667
2704,불고기 L(석쇠),빵류,피자류,166,461,25,-,-,5,733
2705,불고기 L(치즈링),빵류,피자류,196,533,32,-,-,5,987
2706,불고기 L(리코타링),빵류,피자류,191,540,28,-,-,7,903
2707,불고기 L(골드스윗),빵류,피자류,107,301,15,-,-,4,452
2708,불고기 G(석쇠),빵류,피자류,131,364,19,-,-,4,578
2709,불고기 G(치즈링),빵류,피자류,153,417,24,-,-,4,764
2710,불고기 G(리코타링),빵류,피자류,149,421,21,-,-,5,701
2711,불고기 G(골드스윗),빵류,피자류,165,462,23,-,-,7,697
2712,슈퍼콤비네이션 R(석쇠),빵류,피자류,128,373,21,-,-,3,556
2713,슈퍼콤비네이션 R(치즈링),빵류,피자류,153,433,26,-,-,3,768
2714,슈퍼콤비네이션 R(리코타링),빵류,피자류,148,436,24,-,-,5,692
2715,슈퍼콤비네이션 R(골드스윗),빵류,피자류,164,477,25,-,-,6,680
2716,슈퍼콤비네이션 L(석쇠),빵류,피자류,172,501,28,-,-,4,747
2717,슈퍼콤비네이션 L(치즈링),빵류,피자류,101,287,17,-,-,2,501
2718,슈퍼콤비네이션 L(리코타링),빵류,피자류,197,580,31,-,-,6,917
2719,슈퍼콤비네이션 L(골드스윗),빵류,피자류,110,321,17,-,-,4,459
2720,슈퍼콤비네이션 G(석쇠),빵류,피자류,129,376,21,-,-,3,560
2721,슈퍼콤비네이션 G(치즈링),빵류,피자류,151,429,26,-,-,3,746
2722,슈퍼콤비네이션 G(리코타링),빵류,피자류,147,433,23,-,-,4,683
2723,슈퍼콤비네이션 G(골드스윗),빵류,피자류,162,474,25,-,-,6,679
2724,페페로니 R(석쇠),빵류,피자류,114,333,18,-,-,2,504
2725,페페로니 R(치즈링),빵류,피자류,139,393,23,-,-,2,716
2726,페페로니 R(리코타링),빵류,피자류,134,396,21,-,-,4,640
2727,페페로니 R(골드스윗),빵류,피자류,150,437,22,-,-,5,628
2728,페페로니 L(석쇠),빵류,피자류,174,508,28,-,-,4,770
2729,페페로니 L(치즈링),빵류,피자류,102,290,17,-,-,2,512
2730,페페로니 L(리코타링),빵류,피자류,100,294,16,-,-,3,470
2731,페페로니 L(골드스윗),빵류,피자류,111,324,17,-,-,4,470
2732,페페로니 G(석쇠),빵류,피자류,117,342,19,-,-,2,517
2733,페페로니 G(치즈링),빵류,피자류,139,395,24,-,-,2,703
2734,페페로니 G(리코타링),빵류,피자류,135,399,21,-,-,3,640
2735,페페로니 G(골드스윗),빵류,피자류,151,440,23,-,-,5,636
2736,칠리새우 R(석쇠),빵류,피자류,152,412,20,-,-,7,617
2737,칠리새우 R(치즈링),빵류,피자류,177,472,25,-,-,7,829
